country,region,income_level,platform_name,domain,website_url,app_link,platform_format,platform_type,platform_classification,tier,tier_label,target_audience,accessible_without_account,offline_functionality,mobile_compatible,working_links,regularly_updated,interactive_content,fln_resources,accessible_for_disabilities,available_languages,national_languages_covered,available,has_url,generic_hosting,notes
"Korea, Rep.",East Asia & Pacific,High income,On-school,onschool.edunet.net,http://onschool.edunet.net/onSchool/listBoardForm.do?board_seq=6,,unknown,,unknown,1,Tier 1,students and teachers,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Korean,yes,False,True,False,Platform is not accessible 
"Korea, Rep.",East Asia & Pacific,High income,Science all,scienceall.com,https://www.scienceall.com/,,resource hub,,unknown,1,Tier 1,students,yes,no,yes,yes,yes,no,no,no,Korean,yes,True,True,False,
"Korea, Rep.",East Asia & Pacific,High income,CareerNet,career.go.kr,https://www.career.go.kr/cnet/front/eduInfo/blendedboard.do?tab=1,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,no,no,no,Korean,yes,True,True,False,Content listed here are mainly focused on student career orientation
"Korea, Rep.",East Asia & Pacific,High income,Knowledge Spring (knowledge wall),educator.edunet.net,https://educator.edunet.net/,,resource hub,,unknown,1,Tier 1,teachers,yes,no,yes,yes,yes,yes,no,no,Korean,yes,True,True,False,two-way interactive online knowledge sharing platform Knowledge Spring launched in October 2020 so that teachers can freely share their capabilities of educational technology via a real-time video lecture
Lithuania,Europe & Central Asia,High income,Naujienos,sites.google.com,https://sites.google.com/itc.smm.lt/nuotolinis/naujienos,,other,Google,unknown,1,Tier 1,teachers,yes,no,no,yes,no,no,no,no,Lithuanian,yes,True,True,True,"- Website is not been updated. New website provided seem to not be working
- It's a platform hub which offers recommendations for teachers and parents
- Content is related to providing pedagogy recommendations in several topics.  Doesn't follow traditional curricula (literacy, numeracy, etc)"
Lithuania,Europe & Central Asia,High income,Idomiosios pamokos,lrt.lt,https://www.lrt.lt/mediateka/video/idomiosios-pamokos-tiesiogiai,,other,,national,1,Tier 1,students,yes,no,yes,yes,yes,no,no,no,"Lithuanian
English
Russian",yes,True,True,False,"- LRT is the Lithuanian National Radio and Television offers programs featuring educational contents
- Education is only one section of the website
- Content/videos are not categorised by subjects"
Luxembourg,Europe & Central Asia,High income,Schouldoheem.lu,schouldoheem.lu,https://schouldoheem.lu/lu,,other,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,unknown,no,no,"Luxembourgish
English
French
German
English",yes,True,True,False,"- It's a platform hub
- Videos can be accessed without an account but more content is offered when signing in
- Content is not limited to formal education curriculum.  Includes  extracurricular activities like challenges for students "
Luxembourg,Europe & Central Asia,High income,Enfance Jeunesse,enfancejeunesse.lu,https://www.enfancejeunesse.lu/fr/videotheque/,,resource hub,,national,1,Tier 1,teachers,yes,no,yes,yes,yes,no,no,yes,"French
German",no,True,True,False,- This portal is intended for professionals in the non-formal education sector.
Luxembourg,Europe & Central Asia,High income,Education Lu,portal.education.lu,https://portal.education.lu/Ressources,,other,Microsoft,national,1,Tier 1,teachers,no,no,no,yes,yes,unknown,unknown,no,Luxembourgish,yes,True,True,False,"- It's a platform hub
- Platform runs on Microsoft 365"
Luxembourg,Europe & Central Asia,High income,Oli education,ssl.education.lu,https://ssl.education.lu/oli/lu/,,LMS,,national,1,Tier 1,teachers,yes,unknown,no,yes,yes,yes,unknown,unknown,"Luxembourgish
English
French
German
English",yes,True,True,False,"- It requires logging in to be able to use all the features of the platform
- Allows users to create their own resources and a school website
-Resources are notorganised by grade levels"
Netherlands,Europe & Central Asia,High income,Lesopafstand,lesopafstand.nl,https://www.lesopafstand.nl/,,other,,national,1,Tier 1,teachers,yes,no,yes,yes,yes,no,no,no,Dutch,yes,True,True,False,- It's website focus on giving teachers advice on how to approach hybrid learning.  It also offers a list of platforms that can be useful to them categorised by grade levels and subjects.
Netherlands,Europe & Central Asia,High income,Wikiwijs,ikiwijs.nl,https://www.wikiwijs.nl/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,no,yes,yes,no,no,no,Dutch,yes,True,True,False,"- More resources are available when having an account
- Some videos are developed by third parties"
New Zealand,East Asia & Pacific,High income,Learning from home,learningfromhome.govt.nz,https://learningfromhome.govt.nz/,,resource hub,,national,1,Tier 1,teachers,yes,yes,no,yes,no,no,no,no,English,no,True,True,False,"- Platform from the MoE. Offers resources categorised by levels
- Resources are selected by the MoE.
- Some resources are not openning in the mobile view
-Audios and PDFs can be downloaded"
New Zealand,East Asia & Pacific,High income,Home Learning TV,tvnz.co.nz,https://www.tvnz.co.nz/shows/home-learning-tv,https://play.google.com/store/apps/details?id=nz.co.tvnz.ondemand.phone.android,resource hub,,national,1,Tier 1,students,unknown,unknown,yes,unknown,yes,unknown,unknown,unknown,English,no,False,True,False,"- Partnership between Ministry of Education a TV New Zealand.
-  Content can't be accessed outside New Zealand
- The final day for Home Learning TV was 17th December of 2021. After this date, the content is only available to watch on TVNZ OnDemand. 
- TVNZ also offers an app.

"
New Zealand,East Asia & Pacific,High income,Ki te Ao Mārama,kauwhatareo.govt.nz,https://kauwhatareo.govt.nz/en/resource/ki-te-ao-marama/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,no,unknown,yes,no,no,"English
Maori",no,True,True,False,- Many resources can't be accessed
New Zealand,East Asia & Pacific,High income,Any questions,anyquestions.govt.nz,https://anyquestions.govt.nz/,,other,,national,1,Tier 1,teachers,yes,no,yes,yes,yes,yes,no,no,English,no,True,True,False,"- It's a chat where the students can chat with an online librarian (not a chatbot) and ask questions regarding different topics. The librarian answers providing links of interest (books, resources).
-Via online text based chat AnyQuestions librarians work with students to unpack their questions, uncovering what their real need is before guiding them to quality online resources.
-Categorised by grade levels "
Norway,Europe & Central Asia,High income,NR Skole,nrk.no,https://www.nrk.no/skole/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,no,no,no,Norwegian,no,True,True,False,Educational content provided by National Channel
Poland,Europe & Central Asia,High income,Zintegrowana Platforma Edukacyjna (ZPE),zpe.gov.pl,https://zpe.gov.pl/,,LMS,,national,1,Tier 1,students and teachers,yes,yes,yes,yes,yes,yes,yes,yes,Polish,yes,True,True,False,"National Platform for distance learning with interactive features
The platform allow interesting accessibility deatures: text zoom, color themes, audio subtitles, speed control"
Poland,Europe & Central Asia,High income,ZPE Mobile,,,https://play.google.com/store/apps/details?id=pl.gov.zpe&gl=PL,LMS,,unknown,1,Tier 1,students,yes,yes,yes,yes,yes,yes,yes,yes,Polish,yes,True,False,False,
Poland,Europe & Central Asia,High income,Skola Z,tvp.pl,https://www.tvp.pl/48117710/,,LMS,,national,1,Tier 1,students,yes,no,yes,yes,yes,yes,yes,no,Polish,yes,True,True,False,National TV Channel Program with interactive features such as quizzes
Portugal,Europe & Central Asia,High income,Apoio a escolas,apoioescolas.dge.mec.pt,https://apoioescolas.dge.mec.pt/Recursos,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,no,no,no,Portuguese,yes,True,True,False,This platform focused also on Teachers sharing practices
Portugal,Europe & Central Asia,High income,Estudo em casa,rtp.pt,https://www.rtp.pt/play/estudoemcasa/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,no,no,yes,yes,Portuguese,yes,True,True,False,
Portugal,Europe & Central Asia,High income,Estudo em casa,,,https://play.google.com/store/apps/details?id=estudoemcasa.rtp.pt&gl=GB,resource hub,,unknown,1,Tier 1,students and teachers,yes,yes,yes,yes,unknown,no,yes,unknown,Portuguese,yes,True,False,False,
Portugal,Europe & Central Asia,High income,RTP Ensina,ensina.rtp.pt,https://ensina.rtp.pt/,,resource hub,,national,1,Tier 1,students,yes,no,yes,yes,yes,no,yes,no,Portuguese,yes,True,True,False,Resources don't indicate an order on how to follow the lessons
Slovak Republic,Europe & Central Asia,High income,Viki,viki.iedu.sk,https://viki.iedu.sk/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,,yes,yes,yes,yes,yes,"Slovak, English, Hungarian ",yes,True,True,False,"- Can assess more content and functionaloty by singing in with an account or by using an assingment code
- The leanring content are interactive- learniners can click on various compoments on thew screen and enagage
- There are various components of a single lesson: teacher plan, assingment, student video, guide etc. 
- FLN example 
- Offeres ability to change contrast of the screen "
Slovak Republic,Europe & Central Asia,High income,ucimenadialku.sk (We Teach Remotely Portal),ucimenadialku.sk,https://www.ucimenadialku.sk/,,resource hub,,national,1,Tier 1,teachers,yes,no,yes,yes,yes,unknown,no,no,Slovak,yes,True,True,False,"-created by the Ministry of Education
-webinars, online lessons, recommendations for teachers, professional staff and parents
- focued on supporting remote/ distance learning 
"
Slovenia,Europe & Central Asia,High income,SIO,sio.si,https://sio.si/,,resource hub,,national,1,Tier 1,teachers,yes,no,yes,yes,yes,yes,no,yes,Slovene,yes,True,True,False,"- Described as ""National portal for up-to-date information services, a training catalogue, an e-material repository and technical content support for primary and secondary level students and teachers""
- most resources appeared to be directed towards teachers on supporting digital literacy / teaching using digital resources in the classroom
- provided options to adjust font size, contrast, etc.
"
Spain,Europe & Central Asia,High income,Aprendo en casa online,aprendoencasa.educacion.es,https://aprendoencasa.educacion.es/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,yes,yes,no,Spanish ,yes,True,True,False,- Content is displayed in another platform called Pro común
Spain,Europe & Central Asia,High income,Aprendo en casa TV,aprendoencasa.educacion.es,https://aprendoencasa.educacion.es/aprendemos-en-casa/,,resource hub,,national,1,Tier 1,students,yes,no,yes,no,no,unknown,unknown,unknown,Spanish ,yes,True,True,False,- Content is displayed in another platform called Educlan
Spain,Europe & Central Asia,High income,Pro comun,procomun.intef.es,https://procomun.intef.es/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,yes,yes,no,"Spanish, English, Catalan, Galician, Vask",yes,True,True,False,"- This platform is part of INTEF. Apart of Resource hub, also acts as a social network between teachers"
Spain,Europe & Central Asia,High income,Pro comun,,,https://play.google.com/store/search?q=procomun&c=apps&gl=GB,resource hub,,unknown,1,Tier 1,students and teachers,yes,no,yes,yes,yes,no,yes,yes,"Spanish, English, Catalan, Galician, Vask",yes,True,False,False,
Spain,Europe & Central Asia,High income,INTEF,intef.es,https://intef.es/recursos-educativos/,,resource hub,,national,1,Tier 1,teachers,yes,no,no,yes,yes,yes,yes,no,Spanish ,yes,True,True,False,- Resources are shared with Pro comun platform
Spain,Europe & Central Asia,High income,Proyecto Edia- CEDEC,cedec.intef.es,https://cedec.intef.es/,,resource hub,,national,1,Tier 1,students and teachers,yes,yes,no,yes,yes,yes,yes,no,"Spanis, English, Euskera",yes,True,True,False,- This platform is part of INTEF
Spain,Europe & Central Asia,High income,Educlan,rtve.es,http://www.rtve.es/educlan/,,resource hub,,national,1,Tier 1,students,yes,unknown,yes,no,unknown,unknown,unknown,unknown,Spanish ,yes,True,True,False,
Sweden,Europe & Central Asia,High income,Skola Hemma,skolahemma.se,https://skolahemma.se/ladda-ner-stod/,,resource hub,,national,1,Tier 1,teachers,yes,no,yes,yes,yes,no,no,no,Swedish ,yes,True,True,False,"- This is a resource hub for teachers to better naviagte distance/remote learning
- The resources tend to be links to articles, pdfs, guides, reports etc, for various srouces "
Switzerland,Europe & Central Asia,High income,Educa agency,navi.educa.ch,https://navi.educa.ch/,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,no,no,no,"French, Dutch,",no,True,True,False,"-The specialized agency Educa is the common instrument of the Confederation and the cantons for the development of quality in the digital training space. 
- Includes mainly resources links"
United Kingdom,Europe & Central Asia,High income,BBC Bitesize,bbc.co.uk,https://www.bbc.co.uk/bitesize,,resource hub,,national,1,Tier 1,students and teachers,yes,no,yes,yes,yes,yes,yes,no,"English, Gaeilge, Cymraeg, Gaidhlig",yes,True,True,False,"FLN Example
Offers interactive games for learning 
Offers resources for parents as well
Has great UX"
United Kingdom,Europe & Central Asia,High income,Oak Academy ,thenational.academy,https://www.thenational.academy/,,resource hub,,unknown,1,Tier 1,students and teachers,yes,no,yes,yes,yes,no,yes,yes,"English, Gaeilge, Cymraeg, Gaidhlig, Hindi, Urdu, Spanish, French, Gujariti, Arabic, Punjabi, Tamil, Polish, Portuguese, Romanian, Russian, Somali, Ukranian",yes,True,True,False,"- ""Adaptable resources for teachers, by teachers""
- Over 40,000 curriculum-aligned resources 
- Offers ""Specialist"" content for stuents with spelcail needs
- Offers signed and unsigned videos
- Video content comlemented with slides for assessment and learning checks 
- Video speed can be adjusted 
-Therapy-based lessons and resources also available
- All the content for stuents offers a ""Teachers view""- which takes them to the Teacher's Hub
- Teacher hub- a community of practice that shares conent 
- Can download assessment ppts but not the videos
- Supported by Department of Education 
"
United States,North America,High income,NCES: Kids' Zone,nces.ed.gov,https://nces.ed.gov/nceskids/createagraph/Default.aspx,,resource hub,10+ platforms for US,unknown,1,Tier 1,students,yes,no,yes,yes,yes,yes,no,no,English,yes,True,True,False,
United States,North America,High income,DoDSTEM: Department of Defense ,dodstem.us,https://www.dodstem.us/explore/video-library/,,resource hub,,national,1,Tier 1,students,yes,no,yes,yes,yes,no,no,no,English,yes,True,True,False,"- Operated and owned by the Department of Defense
- Video library with learning content focused on STEM topics
- Platform also features artiels, events and career opportunties "
United States,North America,High income,Classroom Materials at the Library of Congress,loc.gov,https://www.loc.gov/classroom-materials/,,resource hub,,unknown,1,Tier 1,teachers,yes,no,yes,yes,yes,no,no,no,English,yes,True,True,False,- Lesson plans and insturctional material for American History
United States,North America,High income,NASA STEM Engagement,nasa.gov,https://www.nasa.gov/education/materials/,,resource hub,,unknown,1,Tier 1,students and teachers,yes,yes,yes,yes,yes,yes,yes,no,English,yes,True,True,False,"- NASA's STEM Engagement site
- Offers gamified learning: Example "
United States,North America,High income,Smithsonian Science Education Center,ssec.si.edu,https://ssec.si.edu/distancelearning,,resource hub,,unknown,1,Tier 1,students and teachers,yes,no,no,yes,yes,yes,no,no,English,yes,True,True,False,"- Offers learning resources such as activities, simulations, games and ebooks for k-12
- Focuses on STEM
- Also offeres currciulum and teaching resources "
United States,North America,High income,Data in the classroom: National Oceanic and Atmospheric Administration,dataintheclassroom.noaa.gov,https://dataintheclassroom.noaa.gov,,resource hub,,unknown,1,Tier 1,students and teachers,yes,no,yes,yes,yes,yes,no,no,Enlish,yes,True,True,False,"- Focuses on using data to better understand climate issues and trends 
- content for high school level and higher 
- provides moudles for students that include reading material, ineractive data banks, and ppts
- Teacher guides also provided "
United States,North America,High income,AK Learns: Alaska Department of Education and Early Development,aklearns.org,https://aklearns.org/,,resource hub,,unknown,1,Tier 1,students and teachers,yes,yes,no,yes,yes,no,yes,no,English,yes,True,True,False,"- FLN Example
- Platform links to both internal and external contnent
- Managed by the Alaska Department of Education and Early Development "
United States,North America,High income,Digital DE: Government of Delaware ,education.delaware.gov,https://education.delaware.gov/educators/academic-support/standards-and-instruction/digital-de/,,resource hub,,unknown,1,Tier 1,teachers,yes,no,yes,yes,yes,no,no,no,English,yes,True,True,False,"- online hub for instructional, professional development, and family resources"
United States,North America,High income,Florida Virtual School: Florida ,flvs.net,https://www.flvs.net/about-flvs,,LMS,,unknown,1,Tier 1,students,no,unknown,yes,unknown,unknown,unknown,unknown,unknown,English,yes,True,True,False,"- Targeted for home-schooling
- Students can enroll part-time or full-time
- For K-12 "
United States,North America,High income,MOOSE: Maine Online Opportunities for Sustained Education,learnwithmoose.maine.gov,https://learnwithmoose.maine.gov,,resource hub,Google,unknown,1,Tier 1,students,yes,no,yes,yes,yes,no,yes,no,English,yes,True,True,False,"- Modules made on Google Slides
- FLN example "
